Country Name,Country Code,Time,Time Code,Adjusted net national income (current US$) [NY.ADJ.NNTY.CD],Adjusted net national income per capita (current US$) [NY.ADJ.NNTY.PC.CD],"Adolescent fertility rate (births per 1,000 women ages 15-19) [SP.ADO.TFRT]",Adolescents out of school (% of lower secondary school age) [SE.SEC.UNER.LO.ZS],Agricultural land (% of land area) [AG.LND.AGRI.ZS],Bank capital to assets ratio (%) [FB.BNK.CAPA.ZS],Broad money (% of GDP) [FM.LBL.BMNY.GD.ZS],"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]","Central government debt, total (current LCU) [GC.DOD.TOTL.CN]",Cereal production (metric tons) [AG.PRD.CREL.MT],Cereal yield (kg per hectare) [AG.YLD.CREL.KG],Children out of school (% of primary school age) [SE.PRM.UNER.ZS],"Claims on central government, etc. (% GDP) [FS.AST.CGOV.GD.ZS]",Compensation of employees (% of expense) [GC.XPN.COMP.ZS],Compensation of employees (current LCU) [GC.XPN.COMP.CN],Consumer price index (2010 = 100) [FP.CPI.TOTL],Control of Corruption: Estimate [CC.EST],Current account balance (% of GDP) [BN.CAB.XOKA.GD.ZS],"Current education expenditure, total (% of total expenditure in public institutions) [SE.XPD.CTOT.ZS]",Current health expenditure per capita (current US$) [SH.XPD.CHEX.PC.CD],Deposit interest rate (%) [FR.INR.DPST],Domestic credit to private sector (% of GDP) [FS.AST.PRVT.GD.ZS],Domestic general government health expenditure (% of current health expenditure) [SH.XPD.GHED.CH.ZS],Domestic general government health expenditure (% of GDP) [SH.XPD.GHED.GD.ZS],"Domestic general government health expenditure per capita, PPP (current international $) [SH.XPD.GHED.PP.CD]","Employers, female (% of female employment) (modeled ILO estimate) [SL.EMP.MPYR.FE.ZS]",Expense (% of GDP) [GC.XPN.TOTL.GD.ZS],Final consumption expenditure (% of GDP) [NE.CON.TOTL.ZS],"Foreign direct investment, net (BoP, current US$) [BN.KLT.DINV.CD]","Foreign direct investment, net inflows (% of GDP) [BX.KLT.DINV.WD.GD.ZS]",Forest area (% of land area) [AG.LND.FRST.ZS],GDP (current US$) [NY.GDP.MKTP.CD],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],GDP per capita (current US$) [NY.GDP.PCAP.CD],GDP per capita growth (annual %) [NY.GDP.PCAP.KD.ZG],GDP per person employed (constant 2021 PPP $) [SL.GDP.PCAP.EM.KD],General government final consumption expenditure (% of GDP) [NE.CON.GOVT.ZS],Gini index [SI.POV.GINI],GNI (current US$) [NY.GNP.MKTP.CD],Government Effectiveness: Estimate [GE.EST],Gross capital formation (% of GDP) [NE.GDI.TOTL.ZS],Gross domestic income (constant LCU) [NY.GDY.TOTL.KN],Gross domestic savings (% of GDP) [NY.GDS.TOTL.ZS],Gross domestic savings (current US$) [NY.GDS.TOTL.CD],Gross national expenditure (% of GDP) [NE.DAB.TOTL.ZS],Gross national expenditure (current US$) [NE.DAB.TOTL.CD],Gross savings (% of GDP) [NY.GNS.ICTR.ZS],Gross savings (current US$) [NY.GNS.ICTR.CD],Gross value added at basic prices (GVA) (current US$) [NY.GDP.FCST.CD],Income share held by fourth 20% [SI.DST.04TH.20],Income share held by highest 10% [SI.DST.10TH.10],Income share held by highest 20% [SI.DST.05TH.20],Income share held by lowest 10% [SI.DST.FRST.10],Income share held by lowest 20% [SI.DST.FRST.20],Income share held by second 20% [SI.DST.02ND.20],Income share held by third 20% [SI.DST.03RD.20],"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",Interest payments (% of expense) [GC.XPN.INTP.ZS],Interest payments (% of revenue) [GC.XPN.INTP.RV.ZS],Lending interest rate (%) [FR.INR.LEND],"Listed domestic companies, total [CM.MKT.LDOM.NO]","Manufacturing, value added (% of GDP) [NV.IND.MANF.ZS]","Manufacturing, value added (current US$) [NV.IND.MANF.CD]",Market capitalization of listed domestic companies (% of GDP) [CM.MKT.LCAP.GD.ZS],Market capitalization of listed domestic companies (current US$) [CM.MKT.LCAP.CD],Military expenditure (% of GDP) [MS.MIL.XPND.GD.ZS],Net acquisition of financial assets (% of GDP) [GC.AST.TOTL.GD.ZS],Net domestic credit (current LCU) [FM.AST.DOMS.CN],"Net financial flows, bilateral (NFL, current US$) [DT.NFL.BLAT.CD]",Net investment in nonfinancial assets (% of GDP) [GC.NFN.TOTL.GD.ZS],New businesses registered (number) [IC.BUS.NREG],"New business density (new registrations per 1,000 people ages 15-64) [IC.BUS.NDNS.ZS]","Part time employment, total (% of total employment) [SL.TLF.PART.ZS]",Political Stability and Absence of Violence/Terrorism: Estimate [PV.EST],Population growth (annual %) [SP.POP.GROW],"Population, female (% of total population) [SP.POP.TOTL.FE.ZS]","Portfolio equity, net inflows (BoP, current US$) [BX.PEF.TOTL.CD.WD]","Portfolio investment, net (BoP, current US$) [BN.KLT.PTXL.CD]",Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%) [SH.UHC.OOPC.25.ZS],Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%) [SH.UHC.OOPC.10.ZS],Proportion of population pushed or further pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%) [SH.UHC.TOTR.ZS],Proportion of seats held by women in national parliaments (%) [SG.GEN.PARL.ZS],Prosperity gap (average shortfall from a prosperity standard of $25/day) [SI.SPR.PGAP],"Pupil-teacher ratio, primary [SE.PRM.ENRL.TC.ZS]","Pupil-teacher ratio, secondary [SE.SEC.ENRL.TC.ZS]","Pupil-teacher ratio, tertiary [SE.TER.ENRL.TC.ZS]",Rail lines (total route-km) [IS.RRS.TOTL.KM],"Railways, passengers carried (million passenger-km) [IS.RRS.PASG.KM]",Real effective exchange rate index (2010 = 100) [PX.REX.REER],Real interest rate (%) [FR.INR.RINR],"Risk premium on lending (lending rate minus treasury bill rate, %) [FR.INR.RISK]",Rural population (% of total population) [SP.RUR.TOTL.ZS],S&P Global Equity Indices (annual % change) [CM.MKT.INDX.ZG],Social contributions (% of revenue) [GC.REV.SOCL.ZS],"Stocks traded, total value (% of GDP) [CM.MKT.TRAD.GD.ZS]","Tariff rate, applied, simple mean, all products (%) [TM.TAX.MRCH.SM.AR.ZS]",Tax revenue (% of GDP) [GC.TAX.TOTL.GD.ZS],"Taxes on income, profits and capital gains (% of total taxes) [GC.TAX.YPKG.ZS]","Taxes on income, profits and capital gains (% of revenue) [GC.TAX.YPKG.RV.ZS]",Trade (% of GDP) [NE.TRD.GNFS.ZS],"Wage and salaried workers, total (% of total employment) (modeled ILO estimate) [SL.EMP.WORK.ZS]"
Germany,DEU,1960,YR1960,..,..,43.704,..,..,..,..,..,..,..,..,..,..,..,..,24.6460704672795,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,84619845881.26076,..,1162.1226683173466,..,..,..,..,84771242061.38445,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.53661234295201,..,..,..,..,..,..,..,..,3.7698628621708004,..,..,..,..,..,..,..,..,..,53.4865318237579,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.616,..,..,..,..,..,..,..,..,..
Germany,DEU,1961,YR1961,..,..,46.717,..,55.49508778964856,..,..,..,..,17257340,2417.4,..,..,..,..,25.2113761550113,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96558204043.10281,4.298439564163672,1315.907878345036,3.4985763375495793,..,..,..,96548049639.87807,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.29369500700884,..,..,..,..,..,..,..,..,3.7399062756664603,..,..,..,..,..,..,..,..,0.769854344284138,53.3948035625107,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.302999999999997,..,..,..,..,..,..,..,..,..
Germany,DEU,1962,YR1962,..,..,46.791,..,55.546644516369255,..,..,..,..,21166661,2962.2,..,..,..,..,25.9282036997301,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,105895435234.34286,4.623470957156712,1430.5209551626344,3.7074129529912625,..,..,..,105901077426.2073,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.84327019799062,..,..,..,..,..,..,..,..,4.4959672202832905,..,..,..,..,..,..,..,..,0.879431691508147,53.3086772893853,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.238,..,..,..,..,..,..,..,..,..
Germany,DEU,1963,YR1963,..,..,46.945,..,55.57242287972961,..,..,..,..,20970320,2925.2,..,..,..,..,26.6974830741086,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,112232503744.0996,2.735296404135653,1502.1545290514607,1.7884858186287573,..,..,..,112246332757.37547,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.9669597758771,..,..,..,..,..,..,..,..,4.89928397485692,..,..,..,..,..,..,..,..,0.925875063469895,53.2062400752877,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.174000000000007,..,..,..,..,..,..,..,..,..
Germany,DEU,1964,YR1964,..,..,42.64,..,55.732821585082924,..,..,..,..,22737326,3120.8,..,..,..,..,27.321065747114,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,123330404665.08583,6.639469909668463,1637.4552277367175,5.784319143475614,..,..,..,123262442218.46925,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.33573581177832,..,..,..,..,..,..,..,..,4.38429971954757,..,..,..,..,..,..,..,..,0.805140883333687,53.0826942877494,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.108999999999995,..,..,..,..,..,..,..,..,..
Germany,DEU,1965,YR1965,..,..,40.502,..,55.950505542348125,..,..,..,..,20620142,2852.2,..,..,..,..,28.206901917499,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,134774688191.16107,5.244164053426488,1774.1986904555008,4.350050579546732,..,..,..,134601618913.73949,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.24231923668133,..,..,..,..,..,..,..,..,4.09107245058985,..,..,..,..,..,..,..,..,0.85319043680184,52.937940234126,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.045,..,..,..,..,..,..,..,..,..
Germany,DEU,1966,YR1966,..,..,44.272,..,55.94191275456134,..,..,..,..,20742474,2878,..,..,..,..,29.203468786457,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,143304275683.9795,2.8121812752394817,1870.805402917744,1.9577215643028296,..,..,..,143179428431.8646,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.53306035477689,..,..,..,..,..,..,..,..,3.9092968375277697,..,..,..,..,..,..,..,..,0.834560800634988,52.8757503227473,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.980999999999995,..,..,..,..,..,..,..,..,..
Germany,DEU,1967,YR1967,..,..,46.067,..,55.60106550568557,..,..,..,..,25380099,3483.3,..,..,..,..,29.7279776648559,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,145100667772.6901,-0.33025648548785114,1885.6159660787448,-0.7849148908621402,..,..,..,145030177637.69974,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.79604992213175,..,..,..,..,..,..,..,..,4.07767629351234,..,..,..,..,..,..,..,..,0.457208526697556,52.8967514443239,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.917,..,..,..,..,..,..,..,..,..
Germany,DEU,1968,YR1968,..,..,47.928,..,55.23730415604503,..,..,..,..,26898318,3619.6,..,..,..,..,30.1650649435156,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,156527292653.157,5.668773059709295,2025.0815946585283,5.199889094370363,..,..,..,156780634073.3741,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.470289313277,..,..,..,..,..,..,..,..,3.40638728996724,..,..,..,..,..,..,..,..,0.444717326246995,52.8762683814374,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.852999999999994,..,..,..,..,..,..,..,..,..
Germany,DEU,1969,YR1969,..,..,49.399,..,55.14851201558159,..,..,..,..,25853039,3447.5,..,..,..,..,30.7420256515742,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,177733486326.06015,7.418102752698587,2281.2759821822933,6.5696631062022135,..,..,..,178134293020.05035,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.91267848797596,..,..,..,..,..,..,..,..,3.3986228937298697,..,..,..,..,..,..,..,..,0.792983738181533,52.7447160154172,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.789,..,..,..,..,..,..,..,..,..
